"Task ID","Task Owner ID",Subject,"Due Date","Contact Name","Related To",Status,Priority,"Created By","Modified By","Created Time","Modified Time",Description,"Send Notification Email",Reminder,Repeat,Currency,"Exchange Rate","Closed Time",Layout
zcrm_1236681000002365585,zcrm_1236681000001758005,"CB Benjamin Caterer for Decision.",2015-09-29,,zcrm_1236681000002366013,Completed,Highest,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-21 13:34:37","2015-10-27 13:11:34",,false,"2015-09-29 09:00:00",,,,"2015-09-28 14:17:22",
zcrm_1236681000002365642,zcrm_1236681000001758005,"sw and explained full for Fall. Q 10/15. contact when Spring FRR time is up for current R+F PV.",2015-10-15,,zcrm_1236681000002366117,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-09-21 15:23:18","2015-09-21 15:23:18",,false,"2015-10-15 09:00:00",,,,,
zcrm_1236681000002367022,zcrm_1236681000000071001,"SKH CB Carol Gachen of JHilburn for dec on $299 std offer sent 9/21",2015-09-23,,zcrm_1236681000002354045,"In Progress",High,zcrm_1236681000000071001,zcrm_1236681000000071001,"2015-09-21 17:50:45","2015-09-21 17:50:45",,false,"2015-09-23 09:00:00",,,,,
zcrm_1236681000002374010,zcrm_1236681000001758005,"She's only giving away a $250 prize pack. Ask Steve if this is OK.",2015-09-22,,zcrm_1236681000001598001,Completed,High,zcrm_1236681000000230001,zcrm_1236681000002641013,"2015-09-22 09:18:57","2016-01-04 11:25:25",,false,"2015-09-22 12:00:00",,,,"2016-01-04 11:25:25",
zcrm_1236681000002374033,zcrm_1236681000001758005,"CB Debbie for Jamberry PV info",2015-09-22,,zcrm_1236681000002200001,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-22 09:42:55","2015-10-27 13:11:34",,false,"2015-09-23 09:00:00",,,,"2015-09-22 09:57:14",
zcrm_1236681000002374099,zcrm_1236681000001758005,"CB Lee Videography and Photo for Spring shows 2016",2015-10-20,,zcrm_1236681000000374924,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-22 10:47:46","2015-10-27 13:11:34",,false,"2015-10-20 09:00:00",,,,,
zcrm_1236681000002374175,zcrm_1236681000001758005,"Theological Event Center. Emailed me from eBlast. Int Spring 2016 SR. Contact when",2015-12-01,,zcrm_1236681000000380995,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-09-22 12:35:50","2015-11-20 11:28:18",,false,"2015-12-01 09:00:00",,,,,
zcrm_1236681000002374222,zcrm_1236681000001758005,"CB  Libbi: jewelry For PLES show inquiry",2015-10-21,,zcrm_1236681000002372039,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-22 14:10:14","2015-10-27 13:11:34",,false,"2015-10-21 09:00:00",,,,,
zcrm_1236681000002374246,zcrm_1236681000001758005,"CB Marshecka planner for contract",2015-09-25,,zcrm_1236681000000383290,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-22 14:24:24","2015-10-27 13:11:34",,false,"2015-09-25 09:00:00",,,,"2015-09-25 13:36:02",
zcrm_1236681000002374352,zcrm_1236681000001758005,"Ask Steve what we can offer her for Concord",2015-09-23,,zcrm_1236681000000374900,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-22 15:29:16","2015-10-27 13:11:34",,false,"2015-09-23 15:00:00",,,,"2015-09-23 14:51:01",
zcrm_1236681000002374381,zcrm_1236681000001758005,"CB about shows",2015-09-22,,zcrm_1236681000000373760,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-22 15:41:23","2015-10-27 13:11:34",,false,"2015-09-24 09:00:00",,,,"2015-09-24 09:45:34",
zcrm_1236681000002374398,zcrm_1236681000001758005,"Yvette Videographer offer FS Video",2015-09-24,,zcrm_1236681000000373695,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-22 15:58:29","2015-10-27 13:11:34",,false,"2015-09-24 09:00:00",,,,,
zcrm_1236681000002374415,zcrm_1236681000001758005,"Nelson offer Videography FS Sponsorship",2015-09-24,,zcrm_1236681000000373683,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-22 16:12:08","2015-10-27 13:11:34",,false,"2015-09-24 09:00:00",,,,"2015-09-24 10:19:16",
zcrm_1236681000002374424,zcrm_1236681000001758005,"CB Meg VENUE?",2015-09-25,,zcrm_1236681000000373679,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-22 16:13:54","2015-10-27 13:11:34",,false,"2015-09-25 09:00:00",,,,,
zcrm_1236681000002374441,zcrm_1236681000001758005,"CB Julian ask about fall shows and pouring",2015-09-24,,zcrm_1236681000000373678,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-22 16:20:21","2015-10-27 13:11:34",,false,"2015-09-24 09:00:00",,,,"2015-09-24 10:35:27",
zcrm_1236681000002374454,zcrm_1236681000001758005,"CB Mary about Photography",2016-01-06,,zcrm_1236681000000373661,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000001758005,"2015-09-22 16:25:48","2015-11-20 10:00:41",,false,"2016-01-06 09:00:00",,,,,
zcrm_1236681000002378045,zcrm_1236681000001758005,"Traveling Dancer. MK 599/499/399std 299std sr & sf. 249std each if make up gal books side by side booth.",2015-09-29,,zcrm_1236681000002372065,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-09-23 12:08:39","2015-09-28 16:54:15",,false,"2015-09-29 09:00:00",,,,,
zcrm_1236681000002378122,zcrm_1236681000001758005,"CB Lori Photographer for Spring 2016",2015-10-20,,zcrm_1236681000000374900,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-23 14:46:32","2015-10-27 13:11:34",,false,"2015-10-20 09:00:00",,,,,
zcrm_1236681000002378278,zcrm_1236681000001758005,"CB Katrina Photography for SR and SF",2015-09-25,,zcrm_1236681000000376049,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-23 16:30:19","2015-10-27 13:11:34",,false,"2015-09-25 09:00:00",,,,"2015-09-25 13:42:33",
zcrm_1236681000002378297,zcrm_1236681000001758005,"attnded SR as guest. Didnt end up seeing her. LVM and FU email.. She contacted me direct. MK 599/499/399std 399std 1st time vendor. Will attend SR show to see and discuss.",2015-09-30,,zcrm_1236681000002378284,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-09-23 16:33:35","2015-09-28 15:59:12",,false,"2015-09-30 09:00:00",,,,,
zcrm_1236681000002378438,zcrm_1236681000001758005,"CB Jay Video/DJ",2015-09-24,,zcrm_1236681000000372506,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-24 11:54:33","2015-10-27 13:11:34",,false,"2015-09-30 09:00:00",,,,"2015-09-29 11:48:19",
zcrm_1236681000002378453,zcrm_1236681000001758005,"CB KitDee Video Sponsorship for Fall",2015-09-24,,zcrm_1236681000000372454,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-24 12:04:05","2015-10-27 13:11:34",,false,"2015-09-25 09:00:00",,,,,
zcrm_1236681000002378484,zcrm_1236681000001758005,"CB Michele Cakes",2015-09-24,,zcrm_1236681000000372412,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-24 12:13:10","2015-10-27 13:11:34",,false,"2015-09-25 09:00:00",,,,"2015-10-14 10:00:27",
zcrm_1236681000002378496,zcrm_1236681000001758005,"CB Lisa Cakes",2016-01-04,,zcrm_1236681000000372411,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-24 12:15:40","2015-10-27 13:11:34",,false,"2016-01-04 01:00:00",,,,,
zcrm_1236681000002378537,zcrm_1236681000001758005,"CB Nicole  Planner",2015-09-24,,zcrm_1236681000000371372,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-24 12:25:10","2015-10-27 13:11:34",,false,"2015-09-25 09:00:00",,,,,
zcrm_1236681000002378566,zcrm_1236681000001758005,"CB Syrece DJ",2015-10-01,,zcrm_1236681000000355680,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-24 13:36:27","2015-10-27 13:11:34",,false,"2015-10-01 09:00:00",,,,"2015-10-01 09:49:51",
zcrm_1236681000002378583,zcrm_1236681000001758005,"CB Angela about Galvanic Spa",2015-09-24,,zcrm_1236681000000371341,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-24 13:40:41","2015-10-27 13:11:34",,false,"2015-09-25 09:00:00",,,,,
zcrm_1236681000002378598,zcrm_1236681000001758005,"CB Tam-era said Planner",2015-09-29,,zcrm_1236681000000371244,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-24 13:44:40","2015-10-27 13:11:34",,false,"2015-09-25 09:00:00",,,,,
zcrm_1236681000002378646,zcrm_1236681000001758005,"CB Ivy Planner see how shes doing with her business and if she's gotten all her things together to start wedding fairs.",2016-01-04,,zcrm_1236681000002379083,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-25 11:48:32","2015-10-27 13:11:34",,false,"2016-01-04 09:00:00",,,,,
zcrm_1236681000002378708,zcrm_1236681000001758005,"CB Jennine Photo for Decision",2015-09-25,,zcrm_1236681000000373776,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-25 16:47:51","2015-10-27 13:11:34",,false,"2015-09-29 12:30:00",,,,,
zcrm_1236681000002389012,zcrm_1236681000001758005,"CB Kricket - Soaps check up on status of business.",2016-01-04,,zcrm_1236681000002389001,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-28 11:45:27","2015-10-27 13:11:34",,false,"2016-01-04 09:00:00",,,,,
zcrm_1236681000002389027,zcrm_1236681000001758005,"CB Marshecka Planner for Concord",2015-10-13,,zcrm_1236681000000383290,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-28 12:39:25","2015-10-27 13:11:34",,false,"2015-10-13 09:00:00",,,,"2015-10-15 13:38:31",
zcrm_1236681000002389054,zcrm_1236681000001758005,"CB Carol Health and Fitness Isagenix?",2015-09-28,,zcrm_1236681000000365287,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-28 13:41:12","2015-10-27 13:11:34",,false,"2015-09-29 12:00:00",,,,,
zcrm_1236681000002389071,zcrm_1236681000001758005,"CB Bern AvoCare ask about her thoughts at San Rafael",2015-09-28,,zcrm_1236681000001938007,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-28 13:55:36","2015-10-27 13:11:34",,false,"2015-09-30 09:00:00",,,,"2015-09-30 12:54:26",
zcrm_1236681000002389135,zcrm_1236681000001758005,"CB if we don't have Stella and Dot for Spring 2016",2015-09-28,,zcrm_1236681000001313003,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-28 14:42:55","2015-10-27 13:11:34",,false,"2015-10-15 09:00:00",,,,,
zcrm_1236681000002389160,zcrm_1236681000001758005,"CB Sara Beth Life Coach?",2015-09-28,,zcrm_1236681000000919001,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-28 14:50:40","2015-10-27 13:11:34",,false,"2015-09-30 09:00:00",,,,,
zcrm_1236681000002389181,zcrm_1236681000001758005,"FRR Casey Dates prior to calling to book. CB Maria Stella and Dot for Spring Show 2016",2015-11-16,,zcrm_1236681000002124005,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000001758005,"2015-09-28 14:58:13","2015-11-11 13:46:01",,false,"2015-11-16 09:00:00",,,,,
zcrm_1236681000002389200,zcrm_1236681000001758005,"CB Darwin DJ",2015-09-28,,zcrm_1236681000002389189,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-28 15:26:36","2015-10-27 13:11:34",,false,"2015-09-29 09:00:00",,,,,
zcrm_1236681000002389239,zcrm_1236681000001758005,"MK. See notes. Grand Hyatt Lead. LVM and email. Interested in Ptown. Candy Bar.",2015-10-07,,zcrm_1236681000002389230,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-09-28 16:11:34","2015-10-06 15:24:37",,false,"2015-10-07 09:00:00",,,,,
zcrm_1236681000002389246,zcrm_1236681000001758005,"CB Nichol MLM",2016-01-05,,zcrm_1236681000002388017,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-28 16:28:27","2015-10-27 13:11:34",,false,"2016-01-05 09:00:00",,,,,
zcrm_1236681000002389361,zcrm_1236681000001758005,"CB Juliana Lingerie in spring 2016",2015-10-27,,zcrm_1236681000002379105,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-29 10:42:16","2015-10-27 13:11:34",,false,"2015-10-27 09:00:00",,,,,
zcrm_1236681000002389456,zcrm_1236681000001758005,"CB Joanna Hair Gifts and Jewelry Decision",2015-10-15,,zcrm_1236681000002379051,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-29 13:28:41","2015-10-27 13:11:34",,false,"2015-10-15 09:00:00",,,,"2015-10-19 14:49:31",
zcrm_1236681000002389486,zcrm_1236681000001758005,"MK 599/499/399std. 399 1st time vendor. FU 9/30. Looking at ptown",2015-09-30,,zcrm_1236681000002379063,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-09-29 14:02:27","2015-09-29 14:02:27",,false,"2015-09-30 09:00:00",,,,,
zcrm_1236681000002389513,zcrm_1236681000001758005,"CB Lori for Decision per Steve",2015-09-29,,zcrm_1236681000001358001,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-29 15:15:15","2015-10-27 13:11:34",,false,"2015-09-30 09:00:00",,,,,
zcrm_1236681000002389530,zcrm_1236681000001758005,"CB Dr. Vanessa Rodriguez Chiropractic for Concord Decision",2015-09-30,,zcrm_1236681000002272017,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-29 15:18:26","2015-10-27 13:11:34",,false,"2015-09-30 09:00:00",,,,,
zcrm_1236681000002389541,zcrm_1236681000001758005,"CB Victor Planner",2015-09-29,,zcrm_1236681000002230023,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-29 15:19:47","2015-10-27 13:11:34",,false,"2015-09-30 09:00:00",,,,,
zcrm_1236681000002389834,zcrm_1236681000001758005,"CB Pia Caterer",2015-09-30,,zcrm_1236681000002230005,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-09-30 13:36:27","2015-10-27 13:11:34",,false,"2015-10-01 09:00:00",,,,,
zcrm_1236681000002391019,zcrm_1236681000000071001,"CB Scott Barrie of Celebrate Your Sexy for Contract for SF - Pleas at $899 per show",2016-05-06,,zcrm_1236681000002391010,"In Progress",High,zcrm_1236681000000071001,zcrm_1236681000001758005,"2015-09-28 13:28:35","2016-05-05 09:40:48","Call to add 3 remaining shows.",false,"2016-05-06 09:00:00",,,,,
zcrm_1236681000002398028,zcrm_1236681000001758005,"SEE NOTES. FS Vid & Photog. Photography MK 1199/1099/999dlx. 699 C. 999 C+1. 899 C+2. C,PA & P PV interest.",2016-10-12,,zcrm_1236681000002388101,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-10-01 16:21:30","2016-05-12 10:18:52",,false,"2016-10-12 09:00:00",,,,,
zcrm_1236681000002398037,zcrm_1236681000001758005,"Cake done right. MK 499/399/299std w/ bite size. 299 1st time, SF & C.",2015-10-02,,zcrm_1236681000002379085,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-10-01 16:27:48","2015-10-01 16:27:48",,false,"2015-10-02 09:00:00",,,,,
zcrm_1236681000002398108,zcrm_1236681000001758005,"CB AJ about 3rd show and PV program.",2015-10-07,,zcrm_1236681000001756153,Completed,High,zcrm_1236681000000230001,zcrm_1236681000002641013,"2015-10-05 13:00:02","2016-01-06 17:05:50",,false,"2015-10-07 09:00:00",,,,"2016-01-06 17:05:50",
zcrm_1236681000002398126,zcrm_1236681000001758005,"CB Mariann Photo",2015-10-07,,zcrm_1236681000002397035,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-05 13:05:16","2015-10-27 13:11:34",,false,"2015-10-07 09:00:00",,,,"2015-10-07 12:01:36",
zcrm_1236681000002398160,zcrm_1236681000001758005,"CB Tanayia Hair and Makeup",2015-10-05,,zcrm_1236681000001841153,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-05 13:25:08","2015-10-27 13:11:34",,false,"2015-10-06 09:00:00",,,,,
zcrm_1236681000002398271,zcrm_1236681000001758005,"CB Lori Venue  see if she sent into the contract by Friday.",2015-10-23,,zcrm_1236681000002397121,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-05 14:23:44","2015-10-27 13:11:34",,false,"2015-10-23 16:00:00",,,,,
zcrm_1236681000002398290,zcrm_1236681000001758005,"CB Taryn Belly Dancing for decision",2015-10-09,,zcrm_1236681000002397167,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-05 14:29:31","2015-10-27 13:11:34",,false,"2015-10-09 09:00:00",,,,"2015-10-09 11:50:57",
zcrm_1236681000002398327,zcrm_1236681000001758005,"CB Don for contract.",2015-10-09,,zcrm_1236681000000353372,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-05 14:56:32","2015-10-27 13:11:34",,false,"2015-10-09 09:00:00",,,,,
zcrm_1236681000002398342,zcrm_1236681000001758005,"CB for spring shows if we have not filled in Mary Kay for Michele",2015-10-15,,zcrm_1236681000002379057,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-05 15:00:57","2015-10-27 13:11:34",,false,"2015-10-15 09:00:00",,,,,
zcrm_1236681000002398420,zcrm_1236681000001758005,"CB Laurence and ask about if he received media kit Decision",2016-01-07,,zcrm_1236681000001904046,Completed,High,zcrm_1236681000000230001,zcrm_1236681000002641013,"2015-10-05 15:35:58","2016-01-08 12:58:54",,false,"2016-01-07 09:00:00",,,,"2016-01-08 12:58:54",
zcrm_1236681000002398435,zcrm_1236681000001758005,"CB Karl see if interested in shows",2015-10-05,,zcrm_1236681000002398424,Completed,High,zcrm_1236681000000230001,zcrm_1236681000002641013,"2015-10-05 15:42:53","2016-01-27 16:48:07",,false,"2015-10-06 09:00:00",,,,"2016-01-27 16:48:07",
zcrm_1236681000002398493,zcrm_1236681000001758005,"CB Ashley Photo give her info for Spring shows 2016",2015-10-27,,zcrm_1236681000002388067,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-05 16:40:03","2015-10-27 13:11:34",,false,"2015-10-27 09:00:00",,,,,
zcrm_1236681000002398582,zcrm_1236681000001758005,"CB Ashley for Spring Shows",2015-10-06,,zcrm_1236681000002366087,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-06 12:38:53","2015-10-27 13:11:34",,false,"2015-10-15 09:00:00",,,,,
zcrm_1236681000002398732,zcrm_1236681000001758005,"CB Elder Caterer",2015-10-19,,zcrm_1236681000002126007,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-06 15:32:32","2015-10-27 13:11:34",,false,"2015-10-19 15:30:00",,,,,
zcrm_1236681000002398775,zcrm_1236681000001758005,"CB Rick for Decision Weight Loss",2015-10-12,,zcrm_1236681000000383404,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-06 15:58:01","2015-10-27 13:11:34",,false,"2015-10-12 09:00:00",,,,"2015-10-12 12:39:18",
zcrm_1236681000002398807,zcrm_1236681000001758005,"CB Lauren for Keep Collective at PA PLSNT",2015-10-21,,zcrm_1236681000002230013,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-06 16:12:14","2015-10-27 13:11:34",,false,"2015-10-21 09:00:00",,,,,
zcrm_1236681000002399010,zcrm_1236681000000071001,"CB Steve Valencia for dec on Photo & Multi-line offer sent 10/1",2015-10-09,,zcrm_1236681000002399001,"In Progress",High,zcrm_1236681000000071001,zcrm_1236681000000071001,"2015-10-01 10:34:45","2015-10-01 10:34:45",,false,"2015-10-09 09:00:00",,,,,
zcrm_1236681000002407016,zcrm_1236681000001758005,"LVM. looking for PA. Only open show for Jamberry.",2015-10-08,,zcrm_1236681000002379073,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-10-07 10:41:49","2015-10-07 10:42:07",,false,"2015-10-08 09:00:00",,,,,
zcrm_1236681000002407031,zcrm_1236681000001758005,"mk sent. see notes. sw. still in baker school. suggested she attend a show as my guest and then consider as vendor for Spring 2016. May attend P as my guest to check it all out.",2016-01-08,,zcrm_1236681000002407022,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-10-07 10:54:18","2016-01-04 10:33:49",,false,"2016-01-08 09:00:00",,,,,
zcrm_1236681000002407054,zcrm_1236681000001758005,"wasim moved to me. told gary I would be looking at placing sponsors on 10/19. See email chain prior to calling the 19th at 9am.",2015-10-19,,zcrm_1236681000001384001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-10-07 12:18:34","2015-10-07 12:18:34",,false,"2015-10-19 08:00:00",,,,,
zcrm_1236681000002407069,zcrm_1236681000001758005,"LVM int P & PA. Those are only 2 shows open due. call asap if you want.",2015-10-08,,zcrm_1236681000002397251,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-10-07 13:02:26","2015-10-07 13:02:26",,false,"2015-10-08 09:00:00",,,,,
zcrm_1236681000002407087,zcrm_1236681000001758005,"MK 999 1st time, 899 f OR b, 699 f & b.. Contact for C & P. Venue Webb 10/7",2015-10-12,,zcrm_1236681000002397267,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-10-07 16:05:22","2015-10-09 13:15:37",,false,"2015-10-12 09:00:00",,,,,
zcrm_1236681000002407100,zcrm_1236681000001758005,"move to monthly drip. MK 799/699/599dlx. Full Serv Planner. %((dlx Concord ONLY or Concord & Pleasanton per show. Pleasanton only is 799.",2016-01-16,,zcrm_1236681000002407091,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-10-07 16:38:34","2015-12-16 11:27:21",,false,"2016-01-16 09:00:00",,,,,
zcrm_1236681000002408215,zcrm_1236681000001758005,"CB Eric for Concord",2015-10-09,,zcrm_1236681000001852001,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 13:55:45","2015-10-27 13:11:01",,false,"2015-10-09 09:00:00",,,,"2015-10-09 11:47:59",
zcrm_1236681000002408251,zcrm_1236681000001758005,"CB Tanya 7pm Hair sponsor for Palo Alto",2015-10-27,,zcrm_1236681000001961081,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 14:37:29","2015-10-27 13:11:01",,false,"2015-10-27 09:00:00",,,,,
zcrm_1236681000002408295,zcrm_1236681000001758005,"CB Ginger about Hair Stylist Rosemary and see update on business.",2016-01-05,,zcrm_1236681000000353236,Completed,High,zcrm_1236681000000230001,zcrm_1236681000002641013,"2015-10-07 14:52:45","2016-01-06 13:09:14",,false,"2016-01-05 09:00:00",,,,"2016-01-06 13:09:14",
zcrm_1236681000002408330,zcrm_1236681000001758005,"CB Laura for Hair for CND",2015-10-07,,zcrm_1236681000000385654,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 16:09:12","2015-10-27 13:11:01",,false,"2015-10-08 09:00:00",,,,,
zcrm_1236681000002408345,zcrm_1236681000001758005,"CB Virya Hair",2015-10-07,,zcrm_1236681000000385723,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 16:16:59","2015-10-27 13:11:01",,false,"2015-10-08 09:00:00",,,,,
zcrm_1236681000002408380,zcrm_1236681000001758005,"CB Carol Hair for Spring 2016",2015-10-07,,zcrm_1236681000000383372,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 16:26:07","2015-10-27 13:11:01",,false,"2016-01-05 09:00:00",,,,,
zcrm_1236681000002408412,zcrm_1236681000001758005,"CB AmyHair",2015-10-15,,zcrm_1236681000000366563,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 16:39:52","2015-10-27 13:11:01",,false,"2015-10-15 16:00:00",,,,"2015-10-15 16:15:55",
zcrm_1236681000002408421,zcrm_1236681000001758005,"CB Aday Garcia Hair Sponsor",2015-10-09,,zcrm_1236681000000366561,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 16:40:31","2015-10-27 13:11:01",,false,"2015-10-09 09:00:00",,,,,
zcrm_1236681000002408432,zcrm_1236681000001758005,"CB Nancy Hair",2015-10-07,,zcrm_1236681000000366553,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 16:41:46","2015-10-27 13:11:01",,false,"2015-10-08 09:00:00",,,,"2015-10-08 11:38:10",
zcrm_1236681000002408441,zcrm_1236681000001758005,"CB Brauley Hair",2015-10-07,,zcrm_1236681000000366550,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 16:42:59","2015-10-27 13:11:01",,false,"2015-10-08 09:00:00",,,,,
zcrm_1236681000002408456,zcrm_1236681000001758005,"CB Canna Hair",2015-10-12,,zcrm_1236681000000366547,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 16:44:47","2015-10-27 13:11:01",,false,"2015-10-12 09:00:00",,,,,
zcrm_1236681000002408465,zcrm_1236681000001758005,"CB Evian Hair",2015-10-09,,zcrm_1236681000000366416,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 16:46:14","2015-10-27 13:11:01",,false,"2015-10-09 09:00:00",,,,,
zcrm_1236681000002408476,zcrm_1236681000001758005,"CB Elaine Hair",2015-10-07,,zcrm_1236681000000366415,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-07 16:48:39","2015-10-27 13:11:01",,false,"2015-10-08 09:00:00",,,,,
zcrm_1236681000002412310,zcrm_1236681000001758005,"CB Kelly Cake",2015-10-12,,zcrm_1236681000001766021,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-08 14:38:41","2015-10-27 13:11:01",,false,"2015-10-12 09:00:00",,,,"2015-10-12 09:50:14",
zcrm_1236681000002412346,zcrm_1236681000001758005,"CB Cherie PhotoBooth",2015-10-08,,zcrm_1236681000001756013,Completed,High,zcrm_1236681000000230001,zcrm_1236681000002641013,"2015-10-08 14:50:12","2016-01-08 14:24:30",,false,"2015-10-09 09:00:00",,,,"2016-01-08 14:24:30",
zcrm_1236681000002412391,zcrm_1236681000001758005,"CB Tiffany Venue for Decision",2015-10-16,,zcrm_1236681000001625045,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-08 15:13:51","2015-10-27 13:11:01",,false,"2015-10-16 09:00:00",,,,,
zcrm_1236681000002412416,zcrm_1236681000001758005,"CB Julie ask about spring shows 2016",2015-10-20,,zcrm_1236681000001575001,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-08 15:18:55","2015-10-27 13:11:01",,false,"2015-10-20 07:30:00",,,,,
zcrm_1236681000002412474,zcrm_1236681000001758005,"CB April Gifts & Favors",2015-10-12,,zcrm_1236681000001354001,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-10-08 16:20:53","2015-10-27 13:11:01",,false,"2015-10-12 09:00:00",,,,"2015-10-12 12:26:13",
